Years,FIPS,County,Deaths,% Fair or Poor Health,% Low birthweight,Food Environment Index,# Driving Deaths,# Uninsured,Mental Health Provider Ratio
2016,36063.0,Niagara,2757.0,13.0,8.0,7.6,93.0,17892.0,0.0009596928982725527
2016,36065.0,Oneida,2673.0,13.0,8.0,7.6,90.0,18491.0,0.0013089005235602095
2016,36067.0,Onondaga,4648.0,13.0,8.0,7.6,150.0,40503.0,0.0019193857965451055
2016,36069.0,Ontario,1157.0,11.0,7.0,8.4,70.0,7719.0,0.0016313213703099511
2016,36071.0,Orange,3311.0,14.0,7.0,8.4,188.0,33616.0,0.0018281535648994515
2016,36073.0,Orleans,532.0,14.0,7.0,7.7,23.0,3697.0,0.0004288164665523156
2016,36075.0,Oswego,1416.0,14.0,7.0,7.8,92.0,10157.0,0.0010416666666666667
2016,36077.0,Otsego,671.0,13.0,6.0,7.4,21.0,5628.0,0.0016025641025641025
2016,36079.0,Putnam,845.0,10.0,8.0,9.1,36.0,7566.0,0.002631578947368421
2016,36081.0,Queens,17036.0,18.0,8.0,8.2,403.0,380815.0,0.0012594458438287153
2016,36083.0,Rensselaer,1776.0,12.0,7.0,7.8,63.0,11082.0,0.0014084507042253522
2016,36085.0,Richmond,4617.0,13.0,8.0,8.7,82.0,40931.0,0.001834862385321101
2016,36087.0,Rockland,2273.0,13.0,6.0,8.5,86.0,30357.0,0.00228310502283105
2016,36089.0,St. Lawrence,1295.0,14.0,7.0,7.2,54.0,10229.0,0.0014641288433382138
2016,36091.0,Saratoga,1955.0,10.0,7.0,8.6,85.0,13478.0,0.0013297872340425532
2016,36093.0,Schenectady,1642.0,12.0,9.0,7.4,31.0,12313.0,0.0018181818181818182
2016,36095.0,Schoharie,337.0,12.0,7.0,8.2,14.0,2662.0,0.0009191176470588235
2016,36097.0,Schuyler,229.0,12.0,6.0,8.4,8.0,1585.0,0.0014619883040935672
2016,36099.0,Seneca,399.0,13.0,6.0,8.3,29.0,2767.0,0.0014903129657228018
2016,36101.0,Steuben,1156.0,12.0,7.0,7.7,52.0,9176.0,0.0014641288433382138
2016,36103.0,Suffolk,13411.0,12.0,8.0,9.1,691.0,134882.0,0.0022172949002217295
2016,36105.0,Sullivan,1120.0,15.0,9.0,7.5,62.0,8973.0,0.001303780964797914
2016,36107.0,Tioga,538.0,11.0,7.0,8.4,29.0,3864.0,0.0012437810945273632
2016,36109.0,Tompkins,778.0,13.0,7.0,7.5,49.0,9151.0,0.002849002849002849
2016,36111.0,Ulster,1977.0,13.0,7.0,7.9,83.0,18032.0,0.002967359050445104
2016,36113.0,Warren,747.0,11.0,7.0,8.1,33.0,5244.0,0.0029239766081871343
2016,36115.0,Washington,743.0,12.0,8.0,8.1,47.0,5403.0,0.0010905125408942203
2016,36117.0,Wayne,1019.0,12.0,7.0,8.3,48.0,7779.0,0.0007930214115781126
2016,36119.0,Westchester,7013.0,13.0,8.0,8.9,183.0,94774.0,0.0031847133757961785
2016,36121.0,Wyoming,447.0,12.0,6.0,8.0,22.0,3018.0,0.0014814814814814814
2016,36123.0,Yates,267.0,13.0,5.0,8.5,23.0,2703.0,0.0008333333333333334
