Years,FIPS,County,Deaths,% Fair or Poor Health,% Low birthweight,Food Environment Index,# Driving Deaths,# Uninsured,Mental Health Provider Ratio
2015,36045.0,Jefferson,1131.0,14.0,6.9,7.5,72.0,11176.0,0.0013717421124828531
2015,36047.0,Kings,22143.0,18.0,8.4,6.8,389.0,341870.0,0.0015408320493066256
2015,36049.0,Lewis,269.0,17.0,6.3,8.0,20.0,2831.0,0.0019880715705765406
2015,36051.0,Livingston,621.0,10.0,6.0,8.0,43.0,4735.0,0.0006337135614702154
2015,36053.0,Madison,711.0,15.0,6.4,8.4,43.0,5465.0,0.0012853470437017994
2015,36055.0,Monroe,6968.0,17.0,8.4,7.6,194.0,56095.0,0.0019011406844106464
2015,36057.0,Montgomery,563.0,12.0,6.9,6.3,27.0,4649.0,0.0007616146230007616
2015,36059.0,Nassau,10325.0,11.0,8.1,9.6,456.0,111382.0,0.0024630541871921183
2015,36061.0,New York,12076.0,16.0,8.6,7.6,227.0,153534.0,0.006622516556291391
2015,36063.0,Niagara,2642.0,14.0,8.2,7.9,94.0,17383.0,0.0009380863039399625
2015,36065.0,Oneida,2629.0,14.0,8.1,7.9,90.0,19922.0,0.0012195121951219512
2015,36067.0,Onondaga,4561.0,13.0,7.9,7.8,159.0,37117.0,0.0018248175182481751
2015,36069.0,Ontario,1141.0,8.0,6.6,8.8,63.0,7656.0,0.0014749262536873156
2015,36071.0,Orange,3295.0,17.0,7.2,8.4,187.0,35101.0,0.0016863406408094434
2015,36073.0,Orleans,478.0,19.0,7.0,7.9,25.0,3895.0,0.00040257648953301127
2015,36075.0,Oswego,1342.0,16.0,6.8,8.1,85.0,10473.0,0.0009652509652509653
2015,36077.0,Otsego,659.0,14.0,6.5,7.7,21.0,5170.0,0.001589825119236884
2015,36079.0,Putnam,835.0,6.0,8.1,9.3,41.0,7875.0,0.002457002457002457
2015,36081.0,Queens,17026.0,18.0,8.2,8.1,405.0,379048.0,0.0012062726176115801
2015,36083.0,Rensselaer,1694.0,17.0,7.2,8.1,60.0,12084.0,0.0013623978201634877
2015,36085.0,Richmond,4550.0,12.0,8.1,8.8,89.0,39749.0,0.0016891891891891893
2015,36087.0,Rockland,2260.0,12.0,6.4,8.5,74.0,28949.0,0.002207505518763797
2015,36089.0,St. Lawrence,1310.0,19.0,7.5,7.6,56.0,10378.0,0.0012853470437017994
2015,36091.0,Saratoga,1890.0,12.0,6.7,8.9,91.0,13599.0,0.001277139208173691
2015,36093.0,Schenectady,1535.0,15.0,8.7,7.6,27.0,11731.0,0.0017391304347826088
2015,36095.0,Schoharie,335.0,10.0,6.5,8.5,11.0,2675.0,0.0009107468123861566
2015,36097.0,Schuyler,229.0,15.0,6.4,8.9,11.0,1606.0,0.0014084507042253522
2015,36099.0,Seneca,384.0,24.0,6.0,8.7,30.0,3111.0,0.001440922190201729
2015,36101.0,Steuben,1112.0,15.0,7.0,8.0,49.0,9168.0,0.0014184397163120568
2015,36103.0,Suffolk,13246.0,11.0,7.7,9.1,716.0,144903.0,0.002105263157894737
2015,36105.0,Sullivan,1078.0,15.0,9.1,7.6,64.0,8699.0,0.0012135922330097086
2015,36107.0,Tioga,526.0,14.0,7.0,8.9,30.0,3860.0,0.0012531328320802004
2015,36109.0,Tompkins,725.0,12.0,6.5,7.7,48.0,8873.0,0.0027624309392265192
2015,36111.0,Ulster,1973.0,12.0,6.8,8.1,85.0,19549.0,0.0028011204481792717
2015,36113.0,Warren,743.0,13.0,6.8,8.3,33.0,5652.0,0.0027100271002710027
2015,36115.0,Washington,750.0,16.0,7.6,8.4,47.0,5649.0,0.0010141987829614604
2015,36117.0,Wayne,1000.0,21.0,6.8,8.5,44.0,8080.0,0.0007352941176470588
2015,36119.0,Westchester,6872.0,12.0,8.3,8.8,201.0,97487.0,0.0030581039755351682
2015,36121.0,Wyoming,454.0,14.0,5.6,8.3,19.0,3427.0,0.0013966480446927375
