Years,FIPS,County,Deaths,% Fair or Poor Health,% Low birthweight,Food Environment Index,# Driving Deaths,# Uninsured,Mental Health Provider Ratio
2012,36081.0,Queens,17467.0,19.0,8.3,0.0,870.0,370994.0,0.00017433751743375174
2012,36083.0,Rensselaer,1615.0,14.0,7.3,0.0,110.0,12734.0,7.062645667066883e-05
2012,36085.0,Richmond,4395.0,14.0,8.1,0.0,193.0,41732.0,0.00019696671262556627
2012,36087.0,Rockland,2225.0,14.0,6.8,0.0,164.0,27027.0,0.00047192071731949034
2012,36089.0,St. Lawrence,1292.0,18.0,7.4,0.0,97.0,11685.0,0.0007027406886858749
2012,36091.0,Saratoga,1800.0,12.0,6.5,0.0,150.0,17208.0,0.00025693730729701953
2012,36093.0,Schenectady,1488.0,13.0,8.4,0.0,79.0,13391.0,0.00015206812652068127
2012,36095.0,Schoharie,310.0,12.0,6.8,0.0,28.0,3130.0,0.009433962264150943
2012,36097.0,Schuyler,205.0,16.0,6.2,0.0,13.0,1950.0,0.0011135857461024498
2012,36101.0,Steuben,1170.0,16.0,7.5,0.0,112.0,9065.0,6.220839813374805e-05
2012,36103.0,Suffolk,12983.0,13.0,7.4,0.0,1160.0,148908.0,0.0001949317738791423
2012,36105.0,Sullivan,1063.0,17.0,8.2,0.0,97.0,9408.0,0.00018429782528566163
2012,36107.0,Tioga,535.0,12.0,7.6,0.0,40.0,4134.0,5.971931919976112e-05
2012,36109.0,Tompkins,632.0,12.0,6.7,0.0,60.0,9274.0,0.000376081233546446
2012,36111.0,Ulster,1920.0,12.0,7.4,0.0,177.0,20641.0,0.0007209805335255948
2012,36113.0,Warren,729.0,12.0,7.1,0.0,61.0,6216.0,0.001455604075691412
2012,36115.0,Washington,660.0,19.0,7.3,0.0,76.0,7008.0,0.006944444444444444
2012,36117.0,Wayne,1052.0,16.0,6.7,0.0,104.0,8491.0,5.463585204611266e-05
2012,36119.0,Westchester,7066.0,11.0,8.1,0.0,416.0,96446.0,0.0037593984962406013
2012,36121.0,Wyoming,400.0,14.0,5.3,0.0,50.0,4813.0,0.0013245033112582781
